TotalT,Temp,LSR,CA,Size,IsoT,F_X,Yield Lvls
60,383.15,10,0.407834501,0.425,60,15,2
30,443.15,10,0.832611736,0.84,30,19.96590909,2
117.1710031,388.15,8,0.101967982,8,105.9210031,18.86363636,3
95.03541076,448.15,20,0.101958625,0.5,50.03541076,16.99431818,2
164.0937615,373.65,8,0.407871928,8,154.6562615,18.86363636,3
45.16528761,453.15,40,0,5,45.16528761,23.78409091,1
100,413.15,9,0.132546213,0.5,100,14.64,2
10,473.15,8,8.51E-06,0.509,10,21.375,2
530.8973036,373.65,8,0.305903946,8,521.4598036,18.86363636,3
7,433.15,20,0.2,0.25,5,20.90909091,2
120,403.15,8,0.405231539,0.5,118.95,33.20454545,2
30,425.15,20,0.407834501,0.42,30,15.45454545,2
64.63605442,398.15,8,0.407871928,8,52.13605442,18.86363636,3
30.09864771,423.15,6,0,5,30.09864771,21.59090909,1
60.23452463,493.15,40,0,5,60.23452463,23.78409091,1
59,423.15,5,0,3,29,16.93181818,1
120,433.15,4,0.611751751,3,120,12.95,2
12,453.15,1.53164557,0.050653942,6,11.5,17.04545455,2
29.80488179,433.15,10,0.111074086,0.5,27.30488179,20.909,3
90,403.15,9,0.132546213,0.5,90,14.64,1
40,443.15,10,1.748484647,0.178,10,19.77272727,2
45,423.15,8,0.101958625,8,45,19.43,1
90,403.15,5,0.405231539,4,90,16.375,2
60,423.15,4,0.611751751,3,60,12.95,1
100,433.15,6,0,4,60,11.932,2
25,433.15,4,0.821948239,20,20,19.33,2
44,425.15,20,0.346659326,0.42,44,15.45454545,2
29.43225467,513.15,40,0,0.425,24.2058319,20.9,1
500,423.15,3.7,0,2,493,15.48,1
14,458.15,10,0.076468969,1,5,18.75,3
16.28099968,388.15,8,0.305903946,8,5.030999682,18.86363636,3
200.1729593,428.15,8,0,5,180.1729593,17.84090909,1
20,433.15,8.6,0.5,0.5,20,14.64,3
4,473.15,1.53164557,0.050653942,6,3.5,17.04545455,3
60,453.15,4,0.023442288,0.42,60,25.02272727,1
120,463.15,4,0,10.35,60,20.47,1
27.12095924,473.15,40,0,0.425,22.8668942,20.9,3
25,413.15,20,0,1.625,24.65393519,18.6,1
130,413.15,5,0.2,3,100,16.93181818,3
62.16593245,448.15,20,0.101958625,0.5,17.16593245,18.74431818,1
34,373.15,7.69,0,5,0,14.5,1
34.29523854,408.15,8,0.101967982,8,20.54523854,18.86363636,3
65.79735585,448.15,20,0.101958625,0.5,20.79735585,20.10227273,1
46.2414966,398.15,8,0.407871928,8,33.7414966,18.86363636,3
100,423.15,20,0.1086,2,95,12.386,1
7.014388489,433.15,9,0.101958625,0.84,6,16.59,3
39.72355972,408.15,8,0.305903946,8,25.97355972,18.86363636,3
16.68392666,413.15,10,0.137136588,0.5,14.68392666,20.909,1
45,388.15,10,0.407834501,0.5,15,19.77272727,1
125,403.15,10,0.407834501,0.5,90,19.77272727,2
102,393.15,5,0.2,3,72,16.93181818,2
70,423.15,9,0.132546213,0.5,70,14.64,2
7,433.15,20,0.1,0.25,5,20.90909091,2
14.95326252,473.15,10,0,0.5,11.15326252,20.909,3
330,388.15,10,0.407834501,0.5,300,19.77272727,2
22.46153846,440.15,6,0,5,18.46153846,15.1,1
17,448.15,10,0.076468969,1,7,18.75,3
19.20898215,398.15,8,0.101967982,8,6.708982145,18.86363636,3
26.625,463.15,8,0,8,6,18.86363636,1
1.954318442,493.15,40,0,5,1.954318442,23.78409091,1
0.123163145,448.15,6,0,5,0.123163145,15.1,1
45,403.15,8,0.254896563,8,45,19.43,2
50.87792266,433.15,6,0,5,29.78417266,14.72,1
68.64661261,448.15,20,0.101958625,0.5,23.64661261,20.10227273,2
98.79331419,473.15,40,0,0.425,94.53924915,20.9,1
175.6486812,398.15,8,0.305903946,8,163.1486812,18.86363636,2
55,423.15,10,0,0.177,45,12.16,1
364,425.15,6,0,5,360,15.1,2
16.25747781,408.15,8,0.305903946,8,2.507477814,18.86363636,3
255,418.15,8,0,8,240,18.86363636,1
102.358019,388.15,8,0.101967982,8,91.10801895,18.86363636,3
48,453.15,10,0,2,0,17.4,1
86,443.15,5,0.02,3,56,16.93181818,2
125,403.15,10,0.815669002,0.5,90,19.77272727,2
345,433.15,4.76,0,5,167.8125,21.59,1
39.98798895,438.15,8,0,5,9.987988953,16.70454545,1
210,388.15,10,1.223503502,0.5,180,19.77272727,2
10.07892119,433.15,10,0.137136588,0.5,7.57892119,20.909,2
157,429.3318182,7.69,0,5,90,14.5,1
60,388.15,10,1.223503502,0.5,30,19.77272727,2
94.15873016,448.15,6,0,5,90.15873016,15.1,2
140,463.15,6,0,0.42,140,24.88636364,1
30,393.15,10,0.20261577,50,10,16.81818182,1
10.25116,453.15,3,0,2.75,10,15.94375124,1
50,425.15,20,0.20391725,0.42,50,15.45454545,2
267.6472788,373.65,8,0.305903946,8,258.2097788,18.86363636,3
253.3906084,388.15,8,0.101967982,8,242.1406084,18.86363636,2
127,427.5136364,7.69,0,5,60,14.5,1
21.25,448.15,8,0,8,2.5,18.86363636,1
120.3186521,473.15,40,0,5,120.3186521,23.78409091,1
8,433.15,9,0.152937938,0.84,4,16.59090909,2
60,433.15,4,0.091201084,0.42,60,25.02272727,2
48.73204758,448.15,20,0.101958625,0.5,3.732047578,17.38636364,1
24.375,433.15,8,0,8,7.5,18.86363636,1
538.6289431,373.65,8,0.305903946,8,529.1914431,18.86363636,3
46.875,433.15,8,0,8,30,18.86363636,1
29.02877698,433.15,9,0.101958625,0.84,0,16.59,3
45,388.15,10,0.611751751,0.5,15,19.77272727,1
10.345345,483.15,3,0,2.75,10,15.94375124,1
64.05430264,398.15,8,0.203935964,8,51.55430264,18.86363636,3
41.39532745,388.15,8,0.203935964,8,30.14532745,18.86363636,3
40,453.15,15,0,0.177,30,12.16,2
60,398.15,8,2.026157696,0.5,59.03101852,33.20454545,2
120,423.15,4,0.611751751,3,120,12.95,1
119.7619997,453.15,40,0,5,119.7619997,23.78409091,2
40,433.15,8,0,2,10,19.48,1
70,393.15,15,0,0.177,60,12.16,2
105.2951889,398.15,8,0.305903946,8,92.79518886,18.86363636,3
19,448.15,10,0.076468969,1,5,18.75,3
204.3403174,398.15,8,0.101967982,8,191.8403174,18.86363636,3
10,433.15,20,0.152937938,5,10,15.4,3
615.4,373.55,10,1.631338003,0.5,540,19.77272727,3
119.7179329,448.15,6,0,0.595,119.7179329,15.1,2
22.4047619,398.15,8,0.407871928,8,9.904761905,18.86363636,3
14,458.15,10,0.076468969,1,5,18.75,3
41.90000466,413.15,10,0.137136588,0.5,39.90000466,20.909,1
71.48955992,473.15,40,0,0.425,67.23549488,20.9,2
60.03850209,453.15,40,0,5,60.03850209,23.78409091,1
40.33333333,413.15,5,0.0815669,0.38,40,22.38636364,2
63.85390523,408.15,8,0.203935964,8,50.10390523,18.86363636,3
93.04972936,388.15,8,0.407871928,8,81.79972936,18.86363636,3
67.70508538,388.15,8,0.305903946,8,56.45508538,18.86363636,3
120,453.15,4,0.611751751,3,120,12.95,1
30.11692809,453.15,40,0,5,30.11692809,23.78409091,1
270,388.15,10,0.611751751,0.5,240,19.77272727,2
4,483.15,1.53164557,0.101307885,6,3.5,17.04545455,2
61.97602884,398.15,8,0.101967982,8,49.47602884,18.86363636,3
104.2598992,408.15,8,0.101967982,8,90.50989921,18.86363636,3
119.8817495,408.15,8,0.203935964,8,106.1317495,18.86363636,2
46.8,458.15,3.333333333,0,1,36.8,23.86363636,1
10,463.15,19,0,0.42,10,12.95454545,2
90,433.15,4.5,0.21725,4,90,17.2386,1
195.375,373.525,10,1.325462127,0.5,120,19.77272727,2
60,413.15,5,0.2,3,30,16.93181818,2
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
20.57768865,388.15,8,0.101967982,8,9.327688654,18.86363636,3
56.16855665,408.15,8,0.101967982,8,42.41855665,18.86363636,3
50,473.15,5,0,3,20,16.93181818,2
12,413.15,20,0.2,0.25,10,20.90909091,3
85.83329407,408.15,8,0.407871928,8,72.08329407,18.86363636,2
164.5777539,388.15,8,0.203935964,8,153.3277539,18.86363636,3
185.4838271,398.15,8,0.305903946,8,172.9838271,18.86363636,2
90,388.15,10,0.407834501,0.5,60,19.77272727,2
270,433.15,4.76,0,5,92.8125,21.59,1
50.71428571,443.15,15,0,0.59,30,15,2
113.3477903,408.15,8,0.203935964,8,99.59779034,18.86363636,2
41.28689462,398.15,8,0.203935964,8,28.78689462,18.86363636,3
120,388.15,10,1.223503502,0.5,90,19.77272727,2
99.42211706,448.15,20,0.101958625,0.5,54.42211706,16.59090909,1
198.9804406,425.15,6,0,5,179.1366906,15.02,2
65.24963289,448.15,20,0.101958625,0.5,20.24963289,18.74431818,1
192.1917754,373.65,8,0.203935964,8,182.7542754,18.86363636,3
261.5347097,373.65,8,0.203935964,8,252.0972097,18.86363636,3
30,453.15,4,0.045708819,0.42,30,25.02272727,1
15,443.15,20,0,1.625,14.13483796,18.6,1
35,403.15,5,0,13.375,10,16.81818182,1
55.43905218,408.15,8,0.407871928,8,41.68905218,18.86363636,2
40,443.15,10,0.333044695,0.84,40,19.96590909,2
9.629132791,493.15,40,0,0.425,4.888888889,20.9,3
40,463.15,19,0,0.42,40,12.95454545,2
675.2,373.35,10,0.713710376,0.5,600,19.77272727,2
188.0917759,388.15,8,0.305903946,8,176.8417759,18.86363636,3
0,448.15,6,0,8,0,18.86363636,1
30,443.15,10,0.832611736,0.84,30,19.96590909,2
1155,413.15,5.666666667,0,2,1140,19.31818182,2
280.6526215,373.65,8,0.203935964,8,271.2151215,18.86363636,3
79.68950345,418.15,8,0,5,59.68950345,17.84090909,1
111.540018,440.15,6,0,5,89.35251799,15.02,2
40,453.15,8,0,8,35,16.89772727,2
10.03846154,473.15,10,0.101958625,0.5,7.538461538,20.909,1
0,400.15,8,1.013078848,0.5,0,33.20454545,1
14,468.15,10,0.076468969,1,7,18.75,2
11.1957672,448.15,6,0,5,7.195767196,15.1,1
242.4167979,373.65,8,0.203935964,8,232.9792979,18.86363636,3
21.52540468,433.15,6,0,5,0.431654676,15.02,1
19,458.15,10,0.076468969,1,7,18.75,2
90,388.15,10,0.611751751,0.5,60,19.77272727,2
39.9029418,433.15,10,0.111074086,0.5,37.4029418,20.909,2
50,453.15,8,0,8,45,16.89772727,3
70,443.15,20,0,1.625,69.13483796,18.6,3
161.6666667,423.15,5,0.34065,3,120,34.9,1
215,403.15,10,0.407834501,0.5,180,19.77272727,2
50,443.15,4,0.2,0.509,50,17.92045455,3
90,423.15,4,0,4,55,19.48,1
40.37203645,428.15,8,0,5,15.37203645,16.70454545,1
55,423.15,10,0,0.177,45,12.16,1
149.4628345,433.15,6,0,5,149.4628345,15.1,2
44,403.15,20,0,1.625,43.82696759,18.6,1
315.375,373.525,10,1.325462127,0.5,240,19.77272727,2
90,433.15,4.5,0.331291962,4,90,17.2386,1
59.89571404,448.15,6,0,0.595,59.89571404,15.1,2
31.75,448.15,6,0,8,13,18.86363636,1
34.77294156,433.15,10,0.111074086,0.5,32.27294156,20.909,3
51.09375,433.15,6,0,5,30,14.72,2
615.375,373.525,10,1.325462127,0.5,540,19.77272727,3
478.409179,373.65,8,0.305903946,8,468.971679,18.86363636,3
0,463.15,6,0,0.42,0,24.88636364,1
443.266325,373.65,8,0.305903946,8,433.828825,18.86363636,3
149.0491125,388.15,8,0.101967982,8,137.7991125,18.86363636,3
30,433.15,10,1.665223473,0.84,30,19.96590909,1
45,388.15,10,1.223503502,0.5,15,19.77272727,2
59.55598022,425.15,6,0,5,39.71223022,15.02,1
10,433.15,9,0.152937938,0.84,6,16.59090909,2
140.8815673,388.15,8,0.203935964,8,129.6315673,18.86363636,3
36.98706426,453.15,40,0,0.425,33.21917808,20.9,3
155.6614838,398.15,8,0.101967982,8,143.1614838,18.86363636,3
155,403.15,10,0.407834501,0.5,120,19.77272727,2
5.075956472,493.15,40,0,5,5.075956472,23.78409091,2
0,448.15,8,0,8,0,18.86363636,1
14.42894177,433.15,6,0,5,14.42894177,15.1,1
140.2304406,433.15,6,0,5,119.1366906,14.72,2
115.4000961,408.15,8,0.305903946,8,101.6500961,18.86363636,2
30,473.15,19,0,0.42,30,12.95454545,1
76.38103463,388.15,8,0.101967982,8,65.13103463,18.86363636,3
40,453.15,15,0,0.177,30,12.16,2
72.67929575,448.15,20,0.101958625,0.5,27.67929575,17.38636364,3
20,473.15,19,0,0.42,20,12.95454545,2
89.56712083,448.15,20,0.101958625,0.5,44.56712083,20.10227273,2
113.9177242,373.65,8,0.407871928,8,104.4802242,18.86363636,3
20.03333333,443.15,3.9,0.0815669,0.38,19.7,21.93181818,2
41.42857143,483.15,15,0,0.59,15,16.03409,1
5,473.15,20,0.75,7.9,5,18.75,2
390,388.15,10,0.815669002,0.5,360,19.77272727,2
60,403.15,9,0.132546213,0.5,60,14.64,1
81.32419065,440.15,6,0,5,59.13669065,15.02,2
129.9946107,388.15,8,0.305903946,8,118.7446107,18.86363636,3
102.4596182,448.15,20,0.101958625,0.5,57.45961821,18.74431818,2
30,458.15,3.333333333,0,1,20,23.86363636,1
10.31395,473.15,3,0.040523154,2.75,10,15.94375124,1
0,423.15,3,0,2,0,12.386,1
139.7691109,418.15,8,0,5,119.7691109,17.84090909,1
2.533333333,443.15,3.9,0.0815669,0.38,2.2,21.93181818,2
261.5681234,433.15,7.69,0,5,111.5681234,17.84090909,1
10,453.15,20,0.5,7.9,10,18.75,2
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
25,433.15,9,0.132546213,0.5,25,14.64,2
254.5199612,373.65,8,0.407871928,8,245.0824612,18.86363636,3
130,443.15,5,0.15,3,100,16.93181818,2
50.81292517,398.15,8,0.407871928,8,38.31292517,18.86363636,3
60,373.15,10,0.101307885,0.5125,55,16.3,1
60,403.15,8,0.405231539,0.5,58.98256944,33.20454545,2
308.2324346,373.65,8,0.305903946,8,298.7949346,18.86363636,3
75.58,373.73,10,2.039172504,0.5,0,19.77272727,1
40,463.15,15,0,0.177,30,12.16,2
118,433.15,4,0.045708819,0.42,118,25.02272727,1
12.5,398.15,8,0.101967982,8,0,18.86363636,3
24.65803867,398.15,8,0.101967982,8,12.15803867,18.86363636,3
375.29,373.44,10,1.019586252,0.5,300,19.77272727,2
45,443.15,8,0.254896563,8,45,19.43,2
38.11375899,448.15,6,0,5,14.67625899,15.02,1
32,393.15,20,0.2,0.25,30,20.90909091,3
99,433.15,5,0.2,3,69,16.93181818,3
180,413.15,6,0,4,150,11.932,1
45,423.15,8,0.407834501,8,45,19.43,2
90,443.15,4,0.030199517,0.42,90,25.02272727,2
100.2635545,418.15,8,0,5,80.2635545,16.70454545,1
28,433.15,20,0,1.625,27.30787037,18.6,1
20,423.15,9,0.132546213,0.5,20,14.64,1
30,423.15,8,0.06,0.515,30,17.95454545,2
126,423.15,20,0,1.625,125.4809028,18.6,2
56.875,433.15,8,0,8,40,18.86363636,1
19.1584721,373.65,8,0.203935964,8,9.720972097,18.86363636,3
91.63545306,408.15,8,0.305903946,8,77.88545306,18.86363636,2
375.4,373.55,10,1.631338003,0.5,300,19.77272727,2
0,403.15,8,0.810463078,0.5,0,33.20454545,1
10.00091047,453.15,10,0,0.5,6.60091047,20.909,1
73.58629024,448.15,20,0.101958625,0.5,28.58629024,20.10227273,3
45,423.15,8,0.254896563,8,45,19.43,2
60,398.15,8,0.405231539,0.5,59.03101852,33.20454545,2
165,418.15,8,0,8,150,18.86363636,1
60,433.15,4,0.091201084,0.42,60,25.02272727,2
20,483.15,8,8.51E-06,0.509,20,21.375,1
65.55418165,433.15,6,0,5,44.46043165,15.02,1
53.55234302,373.65,8,0.407871928,8,44.11484302,18.86363636,3
23.38741433,408.15,8,0.101967982,8,9.637414326,18.86363636,3
20,453.15,10,0.832611736,0.84,20,19.96590909,2
15.22108844,398.15,8,0.407871928,8,2.721088435,18.86363636,3
41.15971075,388.15,8,0.305903946,8,29.90971075,18.86363636,3
87.06798867,448.15,20,0.101958625,0.5,42.06798867,16.99431818,2
20,433.15,6,0.5,0.5,20,14.64,2
160.0716838,428.15,8,0,5,135.0716838,16.70454545,2
6.507612206,453.15,40,0,0.425,2.739726027,20.9,1
40,443.15,10,1.665223473,0.84,40,19.96590909,1
35.92203811,398.15,8,0.203935964,8,23.42203811,18.86363636,3
85.74053371,408.15,8,0.305903946,8,71.99053371,18.86363636,2
1.003333333,463.15,5,0.1631338,0.38,0.67,22.38636364,2
390,388.15,10,1.223503502,0.5,360,19.77272727,2
110.3333333,413.15,5,0.0815669,0.38,110,22.38636364,2
39.45368705,440.15,6,0,5,17.26618705,15.02,1
97.70377955,448.15,20,0.101958625,0.5,52.70377955,20.10227273,1
90,443.15,4.5,0.21725,4,90,17.2386,1
24.99105536,373.65,8,0.203935964,8,15.55355536,18.86363636,3
160,433.15,8,0,4,120,11.932,2
20,443.15,8,0.75,0.5,20,14.64,2
78.20117474,448.15,20,0.101958625,0.5,33.20117474,18.74431818,3
10.31395,473.15,3,0,2.75,10,15.94375124,1
220.7066269,373.65,8,0.203935964,8,211.2691269,18.86363636,3
90,413.15,10,0,4,60,11.932,1
135.6114941,408.15,8,0.305903946,8,121.8614941,18.86363636,2
169.8583144,388.15,8,0.101967982,8,158.6083144,18.86363636,3
9.4375,373.65,8,0.305903946,8,0,18.86363636,3
43.75,448.15,10,0,8,25,18.86363636,1
30,458.15,3.333333333,0,1,20,23.86363636,1
42,413.9362054,4,0,3,0,19.9,1
21.625,463.15,8,0,8,1,18.86363636,1
28.96630237,398.15,8,0.101967982,8,16.46630237,18.86363636,3
285.5144521,373.65,8,0.101967982,8,276.0769521,18.86363636,3
8.690925109,473.15,40,0,0.425,4.436860068,20.9,3
67,473.15,5,0,3,37,16.93181818,2
215,403.15,10,0.611751751,0.5,180,19.77272727,2
45.49648272,408.15,8,0.407871928,8,31.74648272,18.86363636,3
143.5628612,388.15,8,0.305903946,8,132.3128612,18.86363636,3
270,388.15,10,0.815669002,0.5,240,19.77272727,2
212.0752119,388.15,8,0.101967982,8,200.8252119,18.86363636,3
60,398.15,20,0.810463078,0.5,59.03101852,33.20454545,2
114.3760148,388.15,8,0.203935964,8,103.1260148,18.86363636,3
200.6620953,433.15,6,0,5,179.5683453,14.72,2
40,400.15,8,0.607847309,0.5,39.01163889,33.20454545,1
158.1310152,398.15,8,0.203935964,8,145.6310152,18.86363636,2
128.5334084,408.15,8,0.203935964,8,114.7834084,18.86363636,2
125.6685346,408.15,8,0.407871928,8,111.9185346,18.86363636,2
140.7142857,443.15,15,0,0.59,120,15,2
66.6713881,448.15,20,0.101958625,0.5,21.6713881,16.99431818,1
60,433.15,9,0.132546213,0.5,60,14.64,3
139.9145456,438.15,8,0,5,109.9145456,16.70454545,2
335,403.15,10,1.223503502,0.5,300,19.77272727,2
179.7775438,433.15,6,0,5,179.7775438,15.1,2
71.51982379,448.15,20,0.101958625,0.5,26.51982379,18.74431818,3
30,443.15,10,0.832611736,0.84,30,19.96590909,2
22.29416565,408.15,8,0.407871928,8,8.544165652,18.86363636,3
60,402.15,8,0.810463078,0.5,58.99225926,33.20454545,2
120,433.15,8,0,2,90,19.48,2
125,403.15,10,0.611751751,0.5,90,19.77272727,2
60,443.15,6,0,0.42,60,24.88636364,1
35.88235294,433.15,6,0,22.5,20,20,1
50,393.15,10,0.20261577,3,30,16.81818182,1
376.1707514,373.65,8,0.407871928,8,366.7332514,18.86363636,3
20,463.15,19,0,0.42,20,12.95454545,2
16,425.15,20,0.346659326,0.42,16,15.45454545,3
94.94796127,373.65,8,0.407871928,8,85.51046127,18.86363636,3
219.9631943,438.15,8,0,5,199.9631943,17.84090909,1
94.70588235,423.15,6,0,22.5,80,20,1
218.1923217,373.65,8,0.101967982,8,208.7548217,18.86363636,3
14,458.15,10,0.076468969,1,7,18.75,3
115.717843,408.15,8,0.101967982,8,101.967843,18.86363636,2
100,423.15,5,0.1086,2,95,12.386,2
17,468.15,10,0.076468969,1,7,18.75,2
80.81966032,448.15,20,0.101958625,0.5,35.81966032,17.38636364,3
90,413.15,8,0,4,60,11.932,1
69.80090125,408.15,8,0.305903946,8,56.05090125,18.86363636,2
160.1898401,418.15,8,0,5,140.1898401,17.84090909,1
40.26077652,418.15,8,0,5,20.26077652,17.84090909,1
83.41399928,448.15,20,0.101958625,0.5,38.41399928,16.59090909,2
25.95165118,408.15,8,0.305903946,8,12.20165118,18.86363636,3
51.7402439,493.15,40,0,0.425,47,20.9,1
7,448.15,9,0.152937938,0.84,3,16.59090909,2
80,423.15,9,0.132546213,0.5,80,14.64,2
97.89856068,408.15,8,0.101967982,8,84.14856068,18.86363636,3
6.606679168,448.15,6,0,5,6.606679168,15.1,1
220.1310801,428.15,8,0,5,200.1310801,17.84090909,1
60,398.15,8,1.215694618,0.5,59.03101852,33.20454545,2
71.67380644,448.15,20,0.101958625,0.5,26.67380644,20.10227273,2
30.05189681,473.15,10,0,0.5,26.25189681,20.909,2
198.2959184,398.15,8,0.407871928,8,185.7959184,18.86363636,2
90,423.15,9,0.132546213,0.5,90,14.64,2
60,453.15,8,0,8,55,16.89772727,3
20.625,463.15,8,0,8,0,18.86363636,1
140.7493234,388.15,8,0.407871928,8,129.4993234,18.86363636,3
39.78433127,438.15,8,0,5,19.78433127,17.84090909,1
30,393.15,10,0.20391725,0.425,30,15,2
13.05995356,398.15,8,0.305903946,8,0.559953562,18.86363636,3
94,425.15,6,0,5,90,15.1,1
44.29850746,425.15,6,0,5,40.29850746,15.1,1
103.3161781,408.15,8,0.203935964,8,89.56617811,18.86363636,2
45,423.15,8,0.254896563,8,45,19.43,2
12,448.15,9,0.152937938,0.84,8,16.59090909,3
15,473.15,20,0.75,7.9,15,18.75,2
41.92014917,408.15,8,0.101967982,8,28.17014917,18.86363636,3
62.5,438.15,8,0,2,30,19.48,2
10,443.15,20,0,1.625,9.134837963,18.6,1
60,433.15,5,0,13.375,20,16.81818182,1
80,413.15,9,0.132546213,0.5,80,14.64,2
71.2336396,453.15,40,0,0.425,67.46575342,20.9,3
10.03333333,443.15,3.9,0.1631338,0.38,9.7,21.93181818,2
210.6587247,373.65,8,0.407871928,8,201.2212247,18.86363636,3
18,433.15,20,0,1.625,17.30787037,18.6,1
31.75,448.15,8,0,8,13,18.86363636,1
179.9993115,428.15,8,0,5,154.9993115,16.70454545,2
50,413.15,9,0.132546213,0.5,50,14.64,1
100,403.15,8,1.215694618,0.5,98.95,33.20454545,1
25,433.15,4,0.288792625,20,20,19.33,2
0.626784115,433.15,6,0,5,0.626784115,21.59090909,1
99.40317507,418.15,8,0,5,79.40317507,17.84090909,1
110.099797,388.15,8,0.407871928,8,98.84979702,18.86363636,3
90,443.15,4,0.099913408,10.35,30,20.47,2
25.6856944,453.15,40,0,0.425,21.91780822,20.9,3
0,443.15,15,0,0.59,0,15,1
120,403.15,8,0.810463078,0.5,118.95,33.20454545,1
0.202550504,453.15,6,0,5,0.202550504,21.59090909,1
38.87993906,513.15,40,0,0.425,33.6535163,20.9,1
201.3241906,440.15,6,0,5,179.1366906,15.02,2
31.75,448.15,10,0,8,13,18.86363636,1
17,458.15,10,0.076468969,1,5,18.75,3
120,403.15,8,0.405231539,0.5,118.9825694,33.20454545,2
19.99393495,408.15,8,0.101967982,8,6.243934955,18.86363636,3
147.9013605,398.15,8,0.407871928,8,135.4013605,18.86363636,2
60,443.15,4,0.045708819,0.42,60,25.02272727,2
23.92,448.15,6,0,8,5.17,18.86363636,1
155,403.15,10,1.019586252,0.5,120,19.77272727,2
315.4,373.55,10,1.631338003,0.5,240,19.77272727,2
369.8210401,373.65,8,0.305903946,8,360.3835401,18.86363636,3
66,393.15,5,0.1,3,36,16.93181818,1
138.075,433.15,8,0,8,121.2,18.86363636,2
78.75,448.15,10,0,8,60,18.86363636,2
40.04643399,453.15,10,0,0.5,36.64643399,20.909,3
6.851355014,493.15,40,0,0.425,2.111111111,20.9,3
13,433.15,9,0.152937938,0.84,9,16.59090909,3
19,448.15,10,0.076468969,1,7,18.75,3
35,443.15,4,0.555370432,20,30,19.33,2
4,433.15,6,0,5,0,14.7,1
60.93484419,448.15,20,0.101958625,0.5,15.93484419,16.99431818,1
121.3435374,398.15,8,0.407871928,8,108.8435374,18.86363636,2
60,473.15,19,0,0.42,60,12.95454545,1
148.8456211,398.15,8,0.203935964,8,136.3456211,18.86363636,3
63.90934844,448.15,20,0.101958625,0.5,18.90934844,16.99431818,1
100,433.15,8,0,4,60,11.932,2
60,388.15,10,0.407834501,0.5,30,19.77272727,2
184.8011198,398.15,8,0.101967982,8,172.3011198,18.86363636,3
543.9426935,373.65,8,0.407871928,8,534.5051935,18.86363636,3
105,433.15,8,0,2,75,19.48,2
120,443.15,4,0,10.35,60,25.46,2
30,425.15,20,0.20391725,0.42,30,15.45454545,3
18.56839959,373.65,8,0.305903946,8,9.130899593,18.86363636,3
50.75624082,448.15,20,0.101958625,0.5,5.756240822,18.74431818,1
1.875,513.15,40,0,5,1.875,23.78409091,1
79.87461079,438.15,8,0,5,49.87461079,16.70454545,2
16,425.15,20,0.061175175,0.42,16,15.45454545,3
30,403.15,9,0.132546213,0.5,30,14.64,1
30.0691638,493.15,40,0,5,30.0691638,23.78409091,1
119.6480075,438.15,8,0,5,89.64800747,16.70454545,2
51.65158607,448.15,20,0.101958625,0.5,6.651586074,20.10227273,1
62.92674901,388.15,8,0.101967982,8,51.67674901,18.86363636,3
40.79231167,398.15,8,0.101967982,8,28.29231167,18.86363636,3
30,458.15,3.333333333,0,1,20,23.86363636,1
20,433.15,6,0.5,0.5,20,14.64,2
42.5,408.15,5,0,13.375,15,16.81818182,1
210.9856548,373.65,8,0.203935964,8,201.5481548,18.86363636,3
89.83165859,413.15,6,0,5,89.83165859,21.59090909,1
187,429.8772727,7.69,0,5,120,14.5,1
10.37674,493.15,3,0,2.75,10,15.94375124,1
89.93206708,473.15,40,0,5,89.93206708,23.78409091,1
17,448.15,10,0.076468969,1,2,18.75,2
80,403.15,8,1.215694618,0.5,78.95,33.20454545,2
335,403.15,10,0.407834501,0.5,300,19.77272727,2
184,425.15,6,0,5,180,15.1,2
0,313.1699601,4,0,3,0,19.9,1
335,403.15,10,0.815669002,0.5,300,19.77272727,2
62.99082256,448.15,20,0.101958625,0.5,17.99082256,17.38636364,1
60.03403053,423.15,6,0,5,60.03403053,21.59090909,1
0,468.15,8,0,8,0,19.886,1
30.18079036,413.15,6,0,5,30.18079036,21.59090909,1
195.58,373.73,10,2.039172504,0.5,120,19.77272727,3
99.92888904,463.15,6,0,0.42,99.92888904,24.88636364,2
27.9367726,388.15,8,0.203935964,8,16.6867726,18.86363636,3
140,433.15,4,0,5,90,17.6,3
80,413.15,5,0.2,3,50,16.93181818,2
0,423.15,5,0.34065,3,0,34.9,1
9.976923077,433.15,10,0.407834501,0.5,7.476923077,20.909,3
44.17227718,398.15,8,0.305903946,8,31.67227718,18.86363636,3
124,440.15,6,0,5,120,15.1,2
30,453.15,10,0.333044695,0.84,30,19.96590909,1
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
20,403.15,8,0.405231539,0.5,18.98256944,33.20454545,1
180,368.15,10,0.20261577,0.5125,175,16.3,3
12,553.15,1.53164557,0.101307885,6,11.5,17.04545455,2
25,403.15,9,0.132546213,0.5,25,14.64,1
270,388.15,10,1.223503502,0.5,240,19.77272727,2
0.663333,463.15,3.9,0.1631338,0.38,0.33,25.68181818,2
60,453.15,4,0.611751751,3,60,12.95,2
60,443.15,4,0.045708819,0.42,60,25.02272727,2
30,425.15,20,0.20391725,0.42,30,15.45454545,3
37.58406344,433.15,10,0.137136588,0.5,35.08406344,20.909,1
0,423.15,3.7,0,2,0,15.48,1
82.81292517,398.15,8,0.407871928,8,70.31292517,18.86363636,3
